,index,name,injury_10,injury_11,injury_12,injury_13,injury_14,injury_15,injury_16,injury_17,injury_18,height,weight,year_start,year_end,position,birth_date,played_10,played_11,played_12,played_13,played_14,played_15,played_16,played_17,played_18,G_position,F_position,C_position,years_played_before_2010,year_of_birth,age_at_2010,total_injuries,total_years_played,total_number_injuries
234,242,Qui Acy,0,0,0,0,0,1,0,0,0,201.0,108.0,2013,2018,F,6-Oct-90,0,0,0,1,1,1,1,1,1,0,1,0,0,1990,20,1,6,1
235,243,Dar Arthur,0,0,0,0,0,2,3,2,0,206.0,106.0,2009,2018,F,25-Mar-88,1,1,1,1,1,1,1,1,1,0,1,0,1,1988,22,7,9,7
236,244,Kev Garnett,0,0,0,0,0,1,0,0,0,211.0,108.0,1996,2016,F-C,19-May-76,1,1,1,1,1,1,1,0,0,0,0,0,14,1976,34,1,7,1
237,245,Rud Gay,0,0,0,0,0,1,0,0,0,203.0,104.0,2007,2018,F,17-Aug-86,1,1,1,1,1,1,1,1,1,0,1,0,3,1986,24,1,9,1
238,246,Ser Ibaka,0,0,0,0,0,1,0,1,0,208.0,106.0,2010,2018,F-C,18-Sep-89,1,1,1,1,1,1,1,1,1,0,0,0,0,1989,21,2,9,2
239,247,Tha Young,0,0,0,0,0,1,0,0,0,203.0,100.0,2008,2018,F,21-Jun-88,1,1,1,1,1,1,1,1,1,0,1,0,2,1988,22,1,9,1
240,248,Luo Deng,0,0,0,0,0,1,0,0,0,206.0,99.0,2005,2018,F,16-Apr-85,1,1,1,1,1,1,1,1,1,0,1,0,5,1985,25,1,9,1
241,249,Al Jefferson,0,0,0,0,0,2,0,0,0,208.0,131.0,2005,2018,C-F,4-Jan-85,1,1,1,1,1,1,1,1,1,0,0,0,5,1985,25,2,9,2
242,250,Mic Beasley,0,0,0,0,0,1,0,1,0,206.0,106.0,2009,2018,F,9-Jan-89,1,1,1,1,1,1,1,1,1,0,1,0,1,1989,21,2,9,2
243,251,P.J Hairston,0,0,0,0,0,1,0,0,0,206.0,102.0,2015,2016,G-F,24-Dec-92,0,0,0,0,0,1,1,0,0,0,0,0,0,1992,18,1,2,1
244,252,Nic Batum,0,0,0,0,0,1,0,1,0,203.0,90.0,2009,2018,F-G,14-Dec-88,1,1,1,1,1,1,1,1,1,0,0,0,1,1988,22,2,9,2
245,253,Dan Exum,0,0,0,0,0,2,1,0,0,198.0,86.0,2015,2017,G,13-Jul-95,0,0,0,0,0,1,1,1,0,1,0,0,0,1995,15,3,3,3
246,254,Rob Covington,0,0,0,0,0,1,1,1,0,206.0,97.0,2014,2018,F,14-Dec-90,0,0,0,0,1,1,1,1,1,0,1,0,0,1990,20,3,5,3
247,255,Cli Alexander,0,0,0,0,0,1,0,0,0,203.0,111.0,2016,2016,F,16-Nov-95,0,0,0,0,0,0,1,0,0,0,1,0,0,1995,15,1,1,1
248,256,Chr McCullough,0,0,0,0,0,1,0,0,0,211.0,90.0,2016,2018,F,5-Feb-95,0,0,0,0,0,0,1,1,1,0,1,0,0,1995,15,1,3,1
249,257,Jus Nurkic,0,0,0,0,0,1,2,0,0,213.0,127.0,2015,2018,C,23-Aug-94,0,0,0,0,0,1,1,1,1,0,0,1,0,1994,16,3,4,3
250,259,And Wiggins,0,0,0,0,0,1,0,0,0,203.0,90.0,2015,2018,F-G,23-Feb-95,0,0,0,0,0,1,1,1,1,0,0,0,0,1995,15,1,4,1
251,260,Mar Morris,0,0,0,0,0,1,2,1,0,188.0,88.0,2012,2018,F,2-Sep-89,0,0,1,1,1,1,1,1,1,0,1,0,0,1989,21,4,7,4
252,261,Zac Randolph,0,0,0,0,0,1,1,0,1,206.0,117.0,2002,2018,F-C,16-Jul-81,1,1,1,1,1,1,1,1,1,0,0,0,8,1981,29,3,9,3
253,262,Mar Smart,0,0,0,0,0,1,0,0,0,193.0,99.0,2015,2018,G,6-Mar-94,0,0,0,0,0,1,1,1,1,1,0,0,0,1994,16,1,4,1
254,263,Nik Stauskas,0,0,0,0,0,1,2,0,0,198.0,92.0,2015,2018,G,7-Oct-93,0,0,0,0,0,1,1,1,1,1,0,0,0,1993,17,3,4,3
255,264,Spe Dinwiddie,0,0,0,0,0,1,0,0,0,198.0,90.0,2015,2018,G,6-Apr-93,0,0,0,0,0,1,1,1,1,1,0,0,0,1993,17,1,4,1
256,265,Ner Noel,0,0,0,0,0,1,3,0,0,211.0,103.0,2015,2018,C-F,10-Apr-94,0,0,0,0,0,1,1,1,1,0,0,0,0,1994,16,4,4,4
257,266,Rud Gobert,0,0,0,0,0,1,0,2,0,216.0,111.0,2014,2018,C,26-Jun-92,0,0,0,0,1,1,1,1,1,0,0,1,0,1992,18,3,5,3
258,267,Dwi Powell,0,0,0,0,0,1,0,0,1,211.0,108.0,2015,2018,F-C,20-Jul-91,0,0,0,0,0,1,1,1,1,0,0,0,0,1991,19,2,4,2
259,268,Mik Scott,0,0,0,0,0,1,1,0,0,203.0,107.0,2013,2018,F,16-Jul-88,0,0,0,1,1,1,1,1,1,0,1,0,0,1988,22,2,6,2
260,269,DeM Carroll,0,0,0,0,0,1,0,0,1,203.0,97.0,2010,2018,F,27-Jul-86,1,1,1,1,1,1,1,1,1,0,1,0,0,1986,24,2,9,2
261,270,Gre Monroe,0,0,0,0,0,1,0,0,0,211.0,120.0,2011,2018,C-F,4-Jun-90,0,1,1,1,1,1,1,1,1,0,0,0,0,1990,20,1,8,1
262,271,Gia Antetokounmpo,0,0,0,0,0,1,0,1,1,211.0,100.0,2014,2018,F-G,6-Dec-94,0,0,0,0,1,1,1,1,1,0,0,0,0,1994,16,3,5,3
263,272,Jah Okafor,0,0,0,0,0,1,1,2,0,211.0,124.0,2016,2018,C-F,15-Dec-95,0,0,0,0,0,0,1,1,1,0,0,0,0,1995,15,4,3,4
264,273,Jor Adams,0,0,0,0,0,1,1,0,0,196.0,94.0,2015,2016,G,8-Jul-94,0,0,0,0,0,1,1,0,0,1,0,0,0,1994,16,2,2,2
265,274,Mar Gortat,0,0,0,0,0,0,1,0,0,211.0,108.0,2008,2018,C-F,17-Feb-84,1,1,1,1,1,1,1,1,1,0,0,0,2,1984,26,1,9,1
266,275,Lan Thomas,0,0,0,0,0,0,2,0,0,203.0,106.0,2012,2018,F,24-Apr-88,0,0,1,1,1,1,1,1,1,0,1,0,0,1988,22,2,7,2
267,276,And Roberson,0,0,0,0,0,0,1,1,1,196.0,83.0,2014,2018,G-F,4-Dec-91,0,0,0,0,1,1,1,1,1,0,0,0,0,1991,19,3,5,3
268,277,Jim Butler,0,0,0,0,0,0,2,0,1,201.0,99.0,2012,2018,F-G,14-Sep-89,0,0,1,1,1,1,1,1,1,0,0,0,0,1989,21,4,7,4
269,278,Mo Williams,0,0,0,0,0,0,2,0,0,203.0,102.0,2004,2016,G,19-Dec-82,1,1,1,1,1,1,1,0,0,1,0,0,6,1982,28,2,7,2
270,279,Ant Tolliver,0,0,0,0,0,0,2,0,0,203.0,108.0,2009,2018,F-C,1-Jun-85,1,1,1,1,1,1,1,1,1,0,0,0,1,1985,25,2,9,2
271,280,Ste Novak,0,0,0,0,0,0,2,0,0,208.0,102.0,2007,2017,F,13-Jun-83,1,1,1,1,1,1,1,1,0,0,1,0,3,1983,27,2,8,2
272,281,Arr Afflalo,0,0,0,0,0,0,1,0,0,196.0,95.0,2008,2018,G,15-Oct-85,1,1,1,1,1,1,1,1,1,1,0,0,2,1985,25,1,9,1
273,282,Jor Clarkson,0,0,0,0,0,0,1,0,0,196.0,87.0,2015,2018,G,7-Jun-92,0,0,0,0,0,1,1,1,1,1,0,0,0,1992,18,1,4,1
274,283,Joe Young,0,0,0,0,0,0,1,0,0,188.0,81.0,2016,2018,G,27-Jun-92,0,0,0,0,0,0,1,1,1,1,0,0,0,1992,18,1,3,1
275,284,Wil Reed,0,0,0,0,0,0,2,0,0,206.0,106.0,2016,2018,F-C,16-May-90,0,0,0,0,0,0,1,1,1,0,0,0,0,1990,20,2,3,2
276,285,Ken Bazemore,0,0,0,0,0,0,2,1,1,196.0,91.0,2013,2018,G-F,1-Jul-89,0,0,0,1,1,1,1,1,1,0,0,0,0,1989,21,4,6,4
277,287,Jer Grant,0,0,0,0,0,0,1,0,0,203.0,95.0,2015,2018,F,12-Mar-94,0,0,0,0,0,1,1,1,1,0,1,0,0,1994,16,1,4,1
278,288,Der Favors,0,0,0,0,0,0,4,2,1,208.0,120.0,2011,2018,F-C,15-Jul-91,0,1,1,1,1,1,1,1,1,0,0,0,0,1991,19,7,8,7
279,289,Ale Burks,0,0,0,0,0,0,2,0,0,198.0,97.0,2012,2018,G,20-Jul-91,0,0,1,1,1,1,1,1,1,1,0,0,0,1991,19,2,7,2
280,290,Ste Curry,0,0,0,0,0,0,1,1,1,190.0,86.0,2010,2018,G,14-Mar-88,1,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,3,9,3
281,291,And Bogut,0,0,0,0,0,0,2,0,0,213.0,117.0,2006,2018,C,28-Nov-84,1,1,1,1,1,1,1,1,1,0,0,1,4,1984,26,2,9,2
282,292,Sal Mejri,0,0,0,0,0,0,1,1,1,216.0,111.0,2016,2018,C,15-Jun-86,0,0,0,0,0,0,1,1,1,0,0,1,0,1986,24,3,3,3
283,293,Jos Richardson,0,0,0,0,0,0,1,0,0,198.0,90.0,2016,2018,G,15-Sep-93,0,0,0,0,0,0,1,1,1,1,0,0,0,1993,17,1,3,1
284,294,Reg Jackson,0,0,0,0,0,0,1,0,0,190.0,94.0,2012,2018,G,16-Apr-90,0,0,1,1,1,1,1,1,1,1,0,0,0,1990,20,1,7,1
285,295,Cod Zeller,0,0,0,0,0,0,1,1,0,213.0,108.0,2014,2018,C-F,5-Oct-92,0,0,0,0,1,1,1,1,1,0,0,0,0,1992,18,2,5,2
286,296,Ian Mahinmi,0,0,0,0,0,0,1,1,0,211.0,113.0,2008,2018,C,5-Nov-86,1,1,1,1,1,1,1,1,1,0,0,1,2,1986,24,2,9,2
287,297,Jon Valanciunas,0,0,0,0,0,0,1,0,0,213.0,120.0,2013,2018,C,6-May-92,0,0,0,1,1,1,1,1,1,0,0,1,0,1992,18,1,6,1
288,298,Zac LaVine,0,0,0,0,0,0,1,1,0,196.0,85.0,2015,2017,G,10-Mar-95,0,0,0,0,0,1,1,1,0,1,0,0,0,1995,15,2,3,2
289,299,Dew Dedmon,0,0,0,0,0,0,1,0,0,213.0,111.0,2014,2018,C,12-Aug-89,0,0,0,0,1,1,1,1,1,0,0,1,0,1989,21,1,5,1
290,300,Tha Sefolosha,0,0,0,0,0,0,1,0,1,201.0,99.0,2007,2018,G-F,2-May-84,1,1,1,1,1,1,1,1,1,0,0,0,3,1984,26,2,9,2
291,301,D'A Russell,0,0,0,0,0,0,1,2,0,188.0,86.0,2016,2018,G,23-Feb-96,0,0,0,0,0,0,1,1,1,1,0,0,0,1996,14,3,3,3
292,302,Set Curry,0,0,0,0,0,0,1,0,0,188.0,83.0,2014,2017,G,23-Aug-90,0,0,0,0,1,1,1,1,0,1,0,0,0,1990,20,1,4,1
293,303,Bru Caboclo,0,0,0,0,0,0,1,0,0,206.0,98.0,2015,2018,F,21-Sep-95,0,0,0,0,0,1,1,1,1,0,1,0,0,1995,15,1,4,1
294,304,Luc Nogueira,0,0,0,0,0,0,1,0,0,213.0,109.0,2015,2018,C,26-Jul-92,0,0,0,0,0,1,1,1,1,0,0,1,0,1992,18,1,4,1
295,305,Hol Thompson,0,0,0,0,0,0,1,0,0,203.0,93.0,2014,2017,G-F,3-Apr-91,0,0,0,0,1,1,1,1,0,0,0,0,0,1991,19,1,4,1
296,306,Jon Leuer,0,0,0,0,0,0,0,1,0,208.0,103.0,2012,2018,F,14-May-89,0,0,1,1,1,1,1,1,1,0,1,0,0,1989,21,1,7,1
297,307,Rod Hood,0,0,0,0,0,0,0,2,0,203.0,93.0,2015,2018,G-F,20-Oct-92,0,0,0,0,0,1,1,1,1,0,0,0,0,1992,18,2,4,2
298,308,Joe Embiid,0,0,0,0,0,0,0,2,0,213.0,113.0,2017,2018,C-F,16-Mar-94,0,0,0,0,0,0,0,1,1,0,0,0,0,1994,16,2,2,2
299,309,C.J Wilcox,0,0,0,0,0,0,0,2,0,203.0,90.0,2015,2017,G,30-Dec-90,0,0,0,0,0,1,1,1,0,1,0,0,0,1990,20,2,3,2
300,310,Tro Daniels,0,0,0,0,0,0,0,1,0,193.0,92.0,2014,2018,G,15-Jul-91,0,0,0,0,1,1,1,1,1,1,0,0,0,1991,19,1,5,1
301,311,JaM Green,0,0,0,0,0,0,0,1,1,206.0,102.0,2015,2018,F,21-Jun-90,0,0,0,0,0,1,1,1,1,0,1,0,0,1990,20,2,4,2
302,312,Car LeVert,0,0,0,0,0,0,0,1,0,201.0,92.0,2017,2018,G-F,25-Aug-94,0,0,0,0,0,0,0,1,1,0,0,0,0,1994,16,1,2,1
303,313,Al- Aminu,0,0,0,0,0,0,0,1,0,206.0,99.0,2011,2018,F,21-Sep-90,0,1,1,1,1,1,1,1,1,0,1,0,0,1990,20,1,8,1
304,314,Dia Stone,0,0,0,0,0,0,0,1,0,211.0,115.0,2017,2017,C,10-Feb-97,0,0,0,0,0,0,0,1,0,0,0,1,0,1997,13,1,1,1
305,315,Kev Durant,0,0,0,0,0,0,0,1,0,206.0,108.0,2008,2018,F-G,29-Sep-88,1,1,1,1,1,1,1,1,1,0,0,0,2,1988,22,1,9,1
306,316,Isa Thomas,0,0,0,0,0,0,0,1,0,185.0,81.0,2012,2017,G,7-Feb-89,0,0,1,1,1,1,1,1,0,1,0,0,0,1989,21,1,6,1
307,317,Ser Rodriguez,0,0,0,0,0,0,0,1,0,190.0,79.0,2007,2017,G,12-Jun-86,1,1,1,1,1,1,1,1,0,1,0,0,3,1986,24,1,8,1
308,318,Gar Harris,0,0,0,0,0,0,0,1,1,193.0,95.0,2015,2018,G,14-Sep-94,0,0,0,0,0,1,1,1,1,1,0,0,0,1994,16,2,4,2
309,319,Ala Williams,0,0,0,0,0,0,0,1,1,198.0,90.0,2016,2017,F-C,28-Jan-93,0,0,0,0,0,0,1,1,0,0,0,0,0,1993,17,2,2,2
310,320,Pau Zipser,0,0,0,0,0,0,0,1,0,203.0,97.0,2017,2018,G-F,18-Feb-94,0,0,0,0,0,0,0,1,1,0,0,0,0,1994,16,1,2,1
311,321,Dor Finney-Smith,0,0,0,0,0,0,0,1,0,203.0,99.0,2017,2018,F,4-May-93,0,0,0,0,0,0,0,1,1,0,1,0,0,1993,17,1,2,1
312,322,Jam Johnson,0,0,0,0,0,0,0,1,0,206.0,113.0,2010,2018,F,20-Feb-87,1,1,1,1,1,1,1,1,1,0,1,0,0,1987,23,1,9,1
313,323,Mat Dellavedova,0,0,0,0,0,0,0,1,0,193.0,89.0,2014,2018,G,8-Sep-90,0,0,0,0,1,1,1,1,1,1,0,0,0,1990,20,1,5,1
314,324,Mir Teletovic,0,0,0,0,0,0,0,1,0,206.0,109.0,2013,2018,F,18-Sep-85,0,0,0,1,1,1,1,1,1,0,1,0,0,1985,25,1,6,1
315,325,Ter Ross,0,0,0,0,0,0,0,1,0,201.0,93.0,2013,2018,F-G,5-Feb-91,0,0,0,1,1,1,1,1,1,0,0,0,0,1991,19,1,6,1
316,326,Tro Williams,0,0,0,0,0,0,0,1,0,198.0,97.0,2017,2018,F,30-Dec-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,1,2,1
317,327,Ton Snell,0,0,0,0,0,0,0,1,0,201.0,90.0,2014,2018,G-F,10-Nov-91,0,0,0,0,1,1,1,1,1,0,0,0,0,1991,19,1,5,1
318,328,Dar Collison,0,0,0,0,0,0,0,1,1,183.0,79.0,2010,2018,G,23-Aug-87,1,1,1,1,1,1,1,1,1,1,0,0,0,1987,23,2,9,2
319,329,Dan Cunningham,0,0,0,0,0,0,0,1,0,203.0,104.0,2010,2018,F,22-Apr-87,1,1,1,1,1,1,1,1,1,0,1,0,0,1987,23,1,9,1
320,330,Jus Winslow,0,0,0,0,0,0,0,1,0,201.0,102.0,2016,2018,F,26-Mar-96,0,0,0,0,0,0,1,1,1,0,1,0,0,1996,14,1,3,1
321,331,Sha Livingston,0,0,0,0,0,0,0,1,0,201.0,87.0,2005,2018,G,11-Sep-85,1,1,1,1,1,1,1,1,1,1,0,0,5,1985,25,1,9,1
322,332,Jay Brown,0,0,0,0,0,0,0,1,0,193.0,97.0,2017,2018,F-G,24-Oct-96,0,0,0,0,0,0,0,1,1,0,0,0,0,1996,14,1,2,1
323,333,Kri Dunn,0,0,0,0,0,0,0,1,0,193.0,95.0,2017,2018,G,18-Mar-94,0,0,0,0,0,0,0,1,1,1,0,0,0,1994,16,1,2,1
324,334,Pau George,0,0,0,0,0,0,0,1,1,206.0,99.0,2011,2018,F,2-May-90,0,1,1,1,1,1,1,1,1,0,1,0,0,1990,20,2,8,2
325,335,Al Horford,0,0,0,0,0,0,0,0,1,208.0,111.0,2008,2018,C-F,3-Jun-86,1,1,1,1,1,1,1,1,1,0,0,0,2,1986,24,1,9,1
326,336,Bra Ingram,0,0,0,0,0,0,0,0,1,206.0,86.0,2017,2018,F,2-Sep-97,0,0,0,0,0,0,0,1,1,0,1,0,0,1997,13,1,2,1
327,337,Gor Dragic,0,0,0,0,0,0,0,0,1,190.0,86.0,2009,2018,G,6-May-86,1,1,1,1,1,1,1,1,1,1,0,0,1,1986,24,1,9,1
328,338,Kri Porzingis,0,0,0,0,0,0,0,0,1,221.0,108.0,2016,2018,F-C,2-Aug-95,0,0,0,0,0,0,1,1,1,0,0,0,0,1995,15,1,3,1
329,339,Jar Martin,0,0,0,0,0,0,0,0,1,208.0,108.0,2016,2018,F,24-May-94,0,0,0,0,0,0,1,1,1,0,1,0,0,1994,16,2,3,2
330,340,Ben McLemore,0,0,0,0,0,0,0,0,1,196.0,88.0,2014,2018,G,11-Feb-93,0,0,0,0,1,1,1,1,1,1,0,0,0,1993,17,1,5,1
331,341,Wil Cauley-Stein,0,0,0,0,0,0,0,0,1,213.0,108.0,2016,2018,F-C,18-Aug-93,0,0,0,0,0,0,1,1,1,0,0,0,0,1993,17,1,3,1
332,342,Sha Larkin,0,0,0,0,0,0,0,0,1,180.0,79.0,2014,2018,G,2-Oct-92,0,0,0,0,1,1,1,1,1,1,0,0,0,1992,18,1,5,1
333,343,Dey Davis,0,0,0,0,0,0,0,0,1,211.0,107.0,2017,2018,F-C,2-Dec-96,0,0,0,0,0,0,0,1,1,0,0,0,0,1996,14,1,2,1
334,344,Way Selden,0,0,0,0,0,0,0,0,1,196.0,104.0,2017,2018,G-F,30-Sep-94,0,0,0,0,0,0,0,1,1,0,0,0,0,1994,16,3,2,3
335,345,LaM Aldridge,0,0,0,0,0,0,0,0,1,211.0,117.0,2007,2018,F-C,19-Jul-85,1,1,1,1,1,1,1,1,1,0,0,0,3,1985,25,2,9,2
336,346,Mal Delaney,0,0,0,0,0,0,0,0,1,190.0,86.0,2017,2018,G,11-Mar-89,0,0,0,0,0,0,0,1,1,1,0,0,0,1989,21,1,2,1
337,347,Eva Fournier,0,0,0,0,0,0,0,0,1,201.0,92.0,2013,2018,G-F,29-Oct-92,0,0,0,1,1,1,1,1,1,0,0,0,0,1992,18,1,6,1
338,348,Tim Luwawu-Cabarrot,0,0,0,0,0,0,0,0,1,198.0,92.0,2017,2018,F,9-May-95,0,0,0,0,0,0,0,1,1,0,1,0,0,1995,15,1,2,1
339,349,Elf Payton,0,0,0,0,0,0,0,0,1,193.0,83.0,2015,2018,G,22-Feb-94,0,0,0,0,0,1,1,1,1,1,0,0,0,1994,16,1,4,1
340,350,Jef Teague,0,0,0,0,0,0,0,0,1,188.0,84.0,2010,2018,G,10-Jun-88,1,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,1,9,1
341,351,Den Valentine,0,0,0,0,0,0,0,0,1,198.0,96.0,2017,2018,G,16-Nov-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,1,2,1
342,352,Tyu Jones,0,0,0,0,0,0,0,0,1,188.0,88.0,2016,2018,G,10-May-96,0,0,0,0,0,0,1,1,1,1,0,0,0,1996,14,1,3,1
343,353,Ale Abrines,0,0,0,0,0,0,0,0,0,198.0,86.0,2017,2018,G-F,1-Aug-93,0,0,0,0,0,0,0,1,1,0,0,0,0,1993,17,0,2,0
344,354,Ste Adams,0,0,0,0,0,0,0,0,0,213.0,115.0,2014,2018,C,20-Jul-93,0,0,0,0,1,1,1,1,1,0,0,1,0,1993,17,0,5,0
345,355,Jef Adrien,0,0,0,0,0,0,0,0,0,201.0,111.0,2011,2015,F,10-Feb-86,0,1,1,1,1,1,0,0,0,0,1,0,0,1986,24,0,5,0
346,356,Mau Ager,0,0,0,0,0,0,0,0,0,196.0,91.0,2007,2011,G,9-Feb-84,1,1,0,0,0,0,0,0,0,1,0,0,3,1984,26,0,2,0
347,357,Bla Ahearn,0,0,0,0,0,0,0,0,0,188.0,86.0,2008,2012,G,27-May-84,1,1,1,0,0,0,0,0,0,1,0,0,2,1984,26,0,3,0
348,358,Jos Akognon,0,0,0,0,0,0,0,0,0,180.0,83.0,2013,2013,G,10-Feb-86,0,0,0,1,0,0,0,0,0,1,0,0,0,1986,24,0,1,0
349,359,Sol Alabi,0,0,0,0,0,0,0,0,0,216.0,113.0,2011,2012,C,21-Mar-88,0,1,1,0,0,0,0,0,0,0,0,1,0,1988,22,0,2,0
350,360,Fur Aldemir,0,0,0,0,0,0,0,0,0,208.0,108.0,2015,2015,F-C,9-Aug-91,0,0,0,0,0,1,0,0,0,0,0,0,0,1991,19,0,1,0
351,361,Col Aldrich,0,0,0,0,0,0,0,0,0,211.0,113.0,2011,2018,C,31-Oct-88,0,1,1,1,1,1,1,1,1,0,0,1,0,1988,22,0,8,0
352,362,Joe Alexander,0,0,0,0,0,0,0,0,0,203.0,104.0,2009,2010,F,26-Dec-86,1,0,0,0,0,0,0,0,0,0,1,0,1,1986,24,0,1,0
353,363,Mal Allen,0,0,0,0,0,0,0,0,0,208.0,115.0,2002,2011,F-C,27-Jun-78,1,1,0,0,0,0,0,0,0,0,0,0,8,1978,32,0,2,0
354,364,Mor Almond,0,0,0,0,0,0,0,0,0,198.0,102.0,2008,2012,G,2-Feb-85,1,1,1,0,0,0,0,0,0,1,0,0,2,1985,25,0,3,0
355,365,Raf Alston,0,0,0,0,0,0,0,0,0,188.0,77.0,2000,2010,G,24-Jul-76,1,0,0,0,0,0,0,0,0,1,0,0,10,1976,34,0,1,0
356,366,Lou Amundson,0,0,0,0,0,0,0,0,0,206.0,99.0,2007,2016,F,7-Dec-82,1,1,1,1,1,1,1,0,0,0,1,0,3,1982,28,0,7,0
357,367,Dav Andersen,0,0,0,0,0,0,0,0,0,208.0,104.0,2010,2011,C,23-Jun-80,1,1,0,0,0,0,0,0,0,0,0,1,0,1980,30,0,2,0
358,368,Ala Anderson,0,0,0,0,0,0,0,0,0,198.0,99.0,2006,2017,G-F,16-Oct-82,1,1,1,1,1,1,1,1,0,0,0,0,4,1982,28,0,8,0
359,369,Ant Anderson,0,0,0,0,0,0,0,0,0,188.0,83.0,2010,2010,G,5-Jun-85,1,0,0,0,0,0,0,0,0,1,0,0,0,1985,25,0,1,0
360,370,Jam Anderson,0,0,0,0,0,0,0,0,0,198.0,96.0,2011,2016,G-F,25-Mar-89,0,1,1,1,1,1,1,0,0,0,0,0,0,1989,21,0,6,0
361,371,Jus Anderson,0,0,0,0,0,0,0,0,0,198.0,103.0,2016,2018,G,19-Nov-93,0,0,0,0,0,0,1,1,1,1,0,0,0,1993,17,0,3,0
362,372,Kyl Anderson,0,0,0,0,0,0,0,0,0,206.0,104.0,2015,2018,F-G,20-Sep-93,0,0,0,0,0,1,1,1,1,0,0,0,0,1993,17,0,4,0
363,373,Tha Antetokounmpo,0,0,0,0,0,0,0,0,0,201.0,92.0,2016,2016,F,17-Jul-92,0,0,0,0,0,0,1,0,0,0,1,0,0,1992,18,0,1,0
364,374,Joe Anthony,0,0,0,0,0,0,0,0,0,206.0,111.0,2008,2017,C,9-Aug-82,1,1,1,1,1,1,1,1,0,0,0,1,2,1982,28,0,8,0
365,375,Per Antic,0,0,0,0,0,0,0,0,0,211.0,117.0,2014,2015,C-F,29-Jul-82,0,0,0,0,1,1,0,0,0,0,0,0,0,1982,28,0,2,0
366,376,Kei Appling,0,0,0,0,0,0,0,0,0,185.0,83.0,2016,2016,G,13-Feb-92,0,0,0,0,0,0,1,0,0,1,0,0,0,1992,18,0,1,0
367,377,Hil Armstrong,0,0,0,0,0,0,0,0,0,211.0,106.0,2007,2014,F-C,11-Nov-84,1,1,1,1,1,0,0,0,0,0,0,0,3,1984,26,0,5,0
368,378,Car Arroyo,0,0,0,0,0,0,0,0,0,188.0,91.0,2002,2011,G,30-Jul-79,1,1,0,0,0,0,0,0,0,1,0,0,8,1979,31,0,2,0
369,379,Ome Asik,0,0,0,0,0,0,0,0,0,213.0,115.0,2011,2018,C,4-Jul-86,0,1,1,1,1,1,1,1,1,0,0,1,0,1986,24,0,8,0
370,380,Chu Atkins,0,0,0,0,0,0,0,0,0,180.0,72.0,2000,2010,G,14-Aug-74,1,0,0,0,0,0,0,0,0,1,0,0,10,1974,36,0,1,0
371,381,D.J Augustin,0,0,0,0,0,0,0,0,0,206.0,106.0,2009,2018,G,10-Nov-87,1,1,1,1,1,1,1,1,1,1,0,0,1,1987,23,0,9,0
372,382,Gus Ayon,0,0,0,0,0,0,0,0,0,208.0,113.0,2012,2014,C,1-Apr-85,0,0,1,1,1,0,0,0,0,0,0,1,0,1985,25,0,3,0
373,383,Kel Azubuike,0,0,0,0,0,0,0,0,0,196.0,99.0,2007,2012,G,16-Dec-83,1,1,1,0,0,0,0,0,0,1,0,0,3,1983,27,0,3,0
374,384,Chr Babb,0,0,0,0,0,0,0,0,0,196.0,102.0,2014,2014,G,14-Feb-90,0,0,0,0,1,0,0,0,0,1,0,0,0,1990,20,0,1,0
375,385,Luk Babbitt,0,0,0,0,0,0,0,0,0,206.0,102.0,2011,2018,F,20-Jun-89,0,1,1,1,1,1,1,1,1,0,1,0,0,1989,21,0,8,0
376,386,Cam Bairstow,0,0,0,0,0,0,0,0,0,206.0,113.0,2015,2016,F-C,7-Dec-90,0,0,0,0,0,1,1,0,0,0,0,0,0,1990,20,0,2,0
377,387,Ron Baker,0,0,0,0,0,0,0,0,0,193.0,99.0,2017,2018,G,30-Mar-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
378,388,Wad Baldwin,0,0,0,0,0,0,0,0,0,193.0,91.0,2017,2017,G,29-Mar-96,0,0,0,0,0,0,0,1,0,1,0,0,0,1996,14,0,1,0
379,389,Ren Balkman,0,0,0,0,0,0,0,0,0,203.0,94.0,2007,2012,F,14-Jul-84,1,1,1,0,0,0,0,0,0,0,1,0,3,1984,26,0,3,0
380,390,Mar Banks,0,0,0,0,0,0,0,0,0,188.0,90.0,2004,2011,G,19-Nov-81,1,1,0,0,0,0,0,0,0,1,0,0,6,1981,29,0,2,0
381,391,J.J Barea,0,0,0,0,0,0,0,0,0,203.0,94.0,2007,2018,G,26-Jun-84,1,1,1,1,1,1,1,1,1,1,0,0,3,1984,26,0,9,0
382,392,Har Barnes,0,0,0,0,0,0,0,0,0,190.0,92.0,2013,2018,F,30-May-92,0,0,0,1,1,1,1,1,1,0,1,0,0,1992,18,0,6,0
383,393,Ear Barron,0,0,0,0,0,0,0,0,0,213.0,113.0,2006,2015,C,14-Aug-81,1,1,1,1,1,1,0,0,0,0,0,1,4,1981,29,0,6,0
384,394,Wil Barton,0,0,0,0,0,0,0,0,0,198.0,79.0,2013,2018,G,6-Jan-91,0,0,0,1,1,1,1,1,1,1,0,0,0,1991,19,0,6,0
