,index,name,injury_10,injury_11,injury_12,injury_13,injury_14,injury_15,injury_16,injury_17,injury_18,height,weight,year_start,year_end,position,birth_date,played_10,played_11,played_12,played_13,played_14,played_15,played_16,played_17,played_18,G_position,F_position,C_position,years_played_before_2010,year_of_birth,age_at_2010,total_injuries,total_years_played,total_number_injuries
688,704,Mic Kidd-Gilchrist,0,0,0,0,0,0,0,0,0,201.0,105.0,2013,2018,F,26-Sep-93,0,0,0,1,1,1,1,1,1,0,1,0,0,1993,17,0,6,0
689,705,Sea Kilpatrick,0,0,0,0,0,0,0,0,0,193.0,95.0,2015,2018,G,6-Jan-90,0,0,0,0,0,1,1,1,1,1,0,0,0,1990,20,0,4,0
690,706,Ale Kirk,0,0,0,0,0,0,0,0,0,213.0,111.0,2015,2015,C,14-Nov-91,0,0,0,0,0,1,0,0,0,0,0,1,0,1991,19,0,1,0
691,707,Kyl Korver,0,0,0,0,0,0,0,0,0,201.0,96.0,2004,2018,G-F,17-Mar-81,1,1,1,1,1,1,1,1,1,0,0,0,6,1981,29,0,9,0
692,708,Via Kravtsov,0,0,0,0,0,0,0,0,0,213.0,117.0,2013,2014,C,25-Aug-87,0,0,0,1,1,0,0,0,0,0,0,1,0,1987,23,0,2,0
693,709,Nen Krstic,0,0,0,0,0,0,0,0,0,213.0,108.0,2005,2011,C,25-Jul-83,1,1,0,0,0,0,0,0,0,0,0,1,5,1983,27,0,2,0
694,710,Ogn Kuzmic,0,0,0,0,0,0,0,0,0,216.0,113.0,2014,2015,C,16-May-90,0,0,0,0,1,1,0,0,0,0,0,1,0,1990,20,0,2,0
695,711,Min Kuzminskas,0,0,0,0,0,0,0,0,0,206.0,97.0,2017,2018,F,19-Oct-89,0,0,0,0,0,0,0,1,1,0,1,0,0,1989,21,0,2,0
696,712,Ska Labissiere,0,0,0,0,0,0,0,0,0,211.0,102.0,2017,2018,F,18-Mar-96,0,0,0,0,0,0,0,1,1,0,1,0,0,1996,14,0,2,0
697,713,Oli Lafayette,0,0,0,0,0,0,0,0,0,188.0,86.0,2010,2010,G,6-May-84,1,0,0,0,0,0,0,0,0,1,0,0,0,1984,26,0,1,0
698,714,Dor Lamb,0,0,0,0,0,0,0,0,0,193.0,95.0,2013,2014,G,6-Nov-91,0,0,0,1,1,0,0,0,0,1,0,0,0,1991,19,0,2,0
699,715,Jer Lamb,0,0,0,0,0,0,0,0,0,196.0,83.0,2013,2018,G-F,30-May-92,0,0,0,1,1,1,1,1,1,0,0,0,0,1992,18,0,6,0
700,716,Mar Landry,0,0,0,0,0,0,0,0,0,201.0,104.0,2010,2010,F,1-Nov-85,1,0,0,0,0,0,0,0,0,0,1,0,0,1985,25,0,1,0
701,717,Nic Laprovittola,0,0,0,0,0,0,0,0,0,193.0,81.0,2017,2017,G,31-Jan-90,0,0,0,0,0,0,0,1,0,1,0,0,0,1990,20,0,1,0
702,718,Jof Lauvergne,0,0,0,0,0,0,0,0,0,211.0,99.0,2015,2018,C-F,30-Sep-91,0,0,0,0,0,1,1,1,1,0,0,0,0,1991,19,0,4,0
703,719,Aci Law,0,0,0,0,0,0,0,0,0,190.0,88.0,2008,2011,G,25-Jan-85,1,1,0,0,0,0,0,0,0,1,0,0,2,1985,25,0,2,0
704,720,Jak Layman,0,0,0,0,0,0,0,0,0,206.0,95.0,2017,2018,F,7-Mar-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,0,2,0
705,721,Ric Ledo,0,0,0,0,0,0,0,0,0,201.0,88.0,2014,2015,G,10-Sep-92,0,0,0,0,1,1,0,0,0,1,0,0,0,1992,18,0,2,0
706,722,Ale Len,0,0,0,0,0,0,0,0,0,216.0,117.0,2014,2018,C,16-Jun-93,0,0,0,0,1,1,1,1,1,0,0,1,0,1993,17,0,5,0
707,723,Mey Leonard,0,0,0,0,0,0,0,0,0,216.0,111.0,2013,2018,C-F,27-Feb-92,0,0,0,1,1,1,1,1,1,0,0,0,0,1992,18,0,6,0
708,724,Tra Leslie,0,0,0,0,0,0,0,0,0,193.0,92.0,2012,2012,G,29-Mar-90,0,0,1,0,0,0,0,0,0,1,0,0,0,1990,20,0,1,0
709,725,DeA Liggins,0,0,0,0,0,0,0,0,0,198.0,94.0,2012,2018,G,31-Mar-88,0,0,1,1,1,1,1,1,1,1,0,0,0,1988,22,0,7,0
710,726,Dam Lillard,0,0,0,0,0,0,0,0,0,190.0,88.0,2013,2018,G,15-Jul-90,0,0,0,1,1,1,1,1,1,1,0,0,0,1990,20,0,6,0
711,727,Sha Long,0,0,0,0,0,0,0,0,0,206.0,115.0,2017,2017,C-F,29-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,17,0,1,0
712,728,Kev Looney,0,0,0,0,0,0,0,0,0,206.0,99.0,2016,2018,F-C,6-Feb-96,0,0,0,0,0,0,1,1,1,0,0,0,0,1996,14,0,3,0
713,729,Bro Lopez,0,0,0,0,0,0,0,0,0,213.0,124.0,2009,2018,C,1-Apr-88,1,1,1,1,1,1,1,1,1,0,0,1,1,1988,22,0,9,0
714,730,Kal Lucas,0,0,0,0,0,0,0,0,0,185.0,88.0,2015,2015,G,24-May-89,0,0,0,0,0,1,0,0,0,1,0,0,0,1989,21,0,1,0
715,732,Tre Lyles,0,0,0,0,0,0,0,0,0,208.0,106.0,2016,2018,F,5-Nov-95,0,0,0,0,0,0,1,1,1,0,1,0,0,1995,15,0,3,0
716,733,Sco Machado,0,0,0,0,0,0,0,0,0,185.0,92.0,2013,2013,G,8-Jun-90,0,0,0,1,0,0,0,0,0,1,0,0,0,1990,20,0,1,0
717,734,She Mack,0,0,0,0,0,0,0,0,0,190.0,92.0,2012,2018,G,22-Apr-90,0,0,1,1,1,1,1,1,1,1,0,0,0,1990,20,0,7,0
718,735,Ver Macklin,0,0,0,0,0,0,0,0,0,208.0,102.0,2012,2012,F,20-Sep-86,0,0,1,0,0,0,0,0,0,0,1,0,0,1986,24,0,1,0
719,736,Cor Maggette,0,0,0,0,0,0,0,0,0,198.0,98.0,2000,2013,F,12-Nov-79,1,1,1,1,0,0,0,0,0,0,1,0,10,1979,31,0,4,0
720,737,Jam Magloire,0,0,0,0,0,0,0,0,0,211.0,117.0,2001,2012,C,21-May-78,1,1,1,0,0,0,0,0,0,0,0,1,9,1978,32,0,3,0
721,738,Tho Maker,0,0,0,0,0,0,0,0,0,216.0,97.0,2017,2018,F-C,25-Feb-97,0,0,0,0,0,0,0,1,1,0,0,0,0,1997,13,0,2,0
722,739,Dev Marble,0,0,0,0,0,0,0,0,0,198.0,90.0,2015,2016,G-F,21-Sep-92,0,0,0,0,0,1,1,0,0,0,0,0,0,1992,18,0,2,0
723,740,Bob Marjanovic,0,0,0,0,0,0,0,0,0,221.0,131.0,2016,2018,C,15-Aug-88,0,0,0,0,0,0,1,1,1,0,0,1,0,1988,22,0,3,0
724,741,Sea Marks,0,0,0,0,0,0,0,0,0,208.0,113.0,1999,2011,F-C,23-Aug-75,1,1,0,0,0,0,0,0,0,0,0,0,11,1975,35,0,2,0
725,742,Des Mason,0,0,0,0,0,0,0,0,0,201.0,101.0,2001,2010,F,11-Oct-77,1,0,0,0,0,0,0,0,0,0,1,0,9,1977,33,0,1,0
726,743,Rog Mason,0,0,0,0,0,0,0,0,0,196.0,90.0,2003,2014,G,10-Sep-80,1,1,1,1,1,0,0,0,0,1,0,0,7,1980,30,0,5,0
727,745,Jas Maxiell,0,0,0,0,0,0,0,0,0,201.0,117.0,2006,2015,F,18-Feb-83,1,1,1,1,1,1,0,0,0,0,1,0,4,1983,27,0,6,0
728,746,Sea May,0,0,0,0,0,0,0,0,0,206.0,120.0,2006,2010,F,4-Apr-84,1,0,0,0,0,0,0,0,0,0,1,0,4,1984,26,0,1,0
729,747,O.J Mayo,0,0,0,0,0,0,0,0,0,201.0,99.0,2009,2016,G,5-Nov-87,1,1,1,1,1,1,1,0,0,1,0,0,1,1987,23,0,7,0
730,748,Jam Michael,0,0,0,0,0,0,0,0,0,198.0,90.0,2015,2018,F,4-Jan-93,0,0,0,0,0,1,1,1,1,0,1,0,0,1993,17,0,4,0
731,749,Ray McCallum,0,0,0,0,0,0,0,0,0,190.0,86.0,2014,2016,G,12-Jun-91,0,0,0,0,1,1,1,0,0,1,0,0,0,1991,19,0,3,0
732,750,Pat McCaw,0,0,0,0,0,0,0,0,0,201.0,83.0,2017,2018,G,25-Oct-95,0,0,0,0,0,0,0,1,1,1,0,0,0,1995,15,0,2,0
733,751,C.J McCollum,0,0,0,0,0,0,0,0,0,190.0,86.0,2014,2018,G,19-Sep-91,0,0,0,0,1,1,1,1,1,1,0,0,0,1991,19,0,5,0
734,752,T.J McConnell,0,0,0,0,0,0,0,0,0,208.0,108.0,2016,2018,G,25-Mar-92,0,0,0,0,0,0,1,1,1,1,0,0,0,1992,18,0,3,0
735,753,K.J McDaniels,0,0,0,0,0,0,0,0,0,198.0,90.0,2015,2017,G-F,9-Feb-93,0,0,0,0,0,1,1,1,0,0,0,0,0,1993,17,0,3,0
736,754,Ant McDyess,0,0,0,0,0,0,0,0,0,206.0,99.0,1996,2011,F-C,7-Sep-74,1,1,0,0,0,0,0,0,0,0,0,0,14,1974,36,0,2,0
737,755,Mit McGary,0,0,0,0,0,0,0,0,0,208.0,115.0,2015,2016,F-C,6-Jun-92,0,0,0,0,0,1,1,0,0,0,0,0,0,1992,18,0,2,0
738,756,JaV McGee,0,0,0,0,0,0,0,0,0,213.0,122.0,2009,2018,C,19-Jan-88,1,1,1,1,1,1,1,1,1,0,0,1,1,1988,22,0,9,0
739,757,Tra McGrady,0,0,0,0,0,0,0,0,0,203.0,95.0,1998,2012,F-G,24-May-79,1,1,1,0,0,0,0,0,0,0,0,0,12,1979,31,0,3,0
740,758,Rod McGruder,0,0,0,0,0,0,0,0,0,193.0,92.0,2017,2017,G,29-Jul-91,0,0,0,0,0,0,0,1,0,1,0,0,0,1991,19,0,1,0
741,759,Jer McNeal,0,0,0,0,0,0,0,0,0,190.0,90.0,2015,2015,G,1-Jun-87,0,0,0,0,0,1,0,0,0,1,0,0,0,1987,23,0,1,0
742,760,Jor McRae,0,0,0,0,0,0,0,0,0,198.0,83.0,2016,2017,G,28-Mar-91,0,0,0,0,0,0,1,1,0,1,0,0,0,1991,19,0,2,0
743,761,Jod Meeks,0,0,0,0,0,0,0,0,0,193.0,95.0,2010,2018,G,21-Aug-87,1,1,1,1,1,1,1,1,1,1,0,0,0,1987,23,0,9,0
744,762,Fab Melo,0,0,0,0,0,0,0,0,0,213.0,115.0,2013,2013,C,20-Jun-90,0,0,0,1,0,0,0,0,0,0,0,1,0,1990,20,0,1,0
745,763,Pop Mensah-Bonsu,0,0,0,0,0,0,0,0,0,206.0,108.0,2007,2011,F,7-Sep-83,1,1,0,0,0,0,0,0,0,0,1,0,3,1983,27,0,2,0
746,764,Jor Mickey,0,0,0,0,0,0,0,0,0,203.0,106.0,2016,2018,F,9-Jul-94,0,0,0,0,0,0,1,1,1,0,1,0,0,1994,16,0,3,0
747,765,Dar Milicic,0,0,0,0,0,0,0,0,0,213.0,113.0,2004,2013,F-C,20-Jun-85,1,1,1,1,0,0,0,0,0,0,0,0,6,1985,25,0,4,0
748,766,And Miller,0,0,0,0,0,0,0,0,0,206.0,102.0,2000,2016,G,19-Mar-76,1,1,1,1,1,1,1,0,0,1,0,0,10,1976,34,0,7,0
749,767,Dar Miller,0,0,0,0,0,0,0,0,0,203.0,106.0,2013,2018,F,21-Mar-90,0,0,0,1,1,1,1,1,1,0,1,0,0,1990,20,0,6,0
750,768,Qui Miller,0,0,0,0,0,0,0,0,0,206.0,95.0,2013,2015,F,18-Nov-92,0,0,0,1,1,1,0,0,0,0,1,0,0,1992,18,0,3,0
751,769,Pat Mills,0,0,0,0,0,0,0,0,0,203.0,111.0,2010,2018,G,11-Aug-88,1,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,0,9,0
752,770,Eli Millsap,0,0,0,0,0,0,0,0,0,198.0,102.0,2015,2017,G-F,12-Aug-87,0,0,0,0,0,1,1,1,0,0,0,0,0,1987,23,0,3,0
753,771,Nik Mirotic,0,0,0,0,0,0,0,0,0,208.0,99.0,2015,2018,F,11-Feb-91,0,0,0,0,0,1,1,1,1,0,1,0,0,1991,19,0,4,0
754,772,Ton Mitchell,0,0,0,0,0,0,0,0,0,201.0,92.0,2014,2014,F,7-Aug-89,0,0,0,0,1,0,0,0,0,0,1,0,0,1989,21,0,1,0
755,773,Ton Mitchell,0,0,0,0,0,0,0,0,0,201.0,92.0,2014,2014,F,7-Aug-89,0,0,0,0,1,0,0,0,0,0,1,0,0,1989,21,0,1,0
756,774,Naz Mohammed,0,0,0,0,0,0,0,0,0,208.0,100.0,1999,2016,C,5-Sep-77,1,1,1,1,1,1,1,0,0,0,0,1,11,1977,33,0,7,0
757,775,Lui Montero,0,0,0,0,0,0,0,0,0,201.0,83.0,2016,2016,G,6-Apr-93,0,0,0,0,0,0,1,0,0,1,0,0,0,1993,17,0,1,0
758,776,Jam Moon,0,0,0,0,0,0,0,0,0,203.0,92.0,2008,2012,F,13-Jun-80,1,1,1,0,0,0,0,0,0,0,1,0,2,1980,30,0,3,0
759,777,E'T Moore,0,0,0,0,0,0,0,0,0,208.0,102.0,2012,2018,G,28-Feb-89,0,0,1,1,1,1,1,1,1,1,0,0,0,1989,21,0,7,0
760,778,Mik Moore,0,0,0,0,0,0,0,0,0,211.0,102.0,1999,2012,C,4-Nov-75,1,1,1,0,0,0,0,0,0,0,0,1,11,1975,35,0,3,0
761,779,Eri Moreland,0,0,0,0,0,0,0,0,0,208.0,107.0,2015,2018,F-C,24-Dec-91,0,0,0,0,0,1,1,1,1,0,0,0,0,1991,19,0,4,0
762,780,Dar Morris,0,0,0,0,0,0,0,0,0,193.0,86.0,2012,2015,G,3-Jan-91,0,0,1,1,1,1,0,0,0,1,0,0,0,1991,19,0,4,0
763,781,Ran Morris,0,0,0,0,0,0,0,0,0,208.0,120.0,2007,2010,C,2-Jan-86,1,0,0,0,0,0,0,0,0,0,0,1,3,1986,24,0,1,0
764,782,Ada Morrison,0,0,0,0,0,0,0,0,0,203.0,92.0,2007,2010,F,19-Jul-84,1,0,0,0,0,0,0,0,0,0,1,0,3,1984,26,0,1,0
765,783,Don Motiejunas,0,0,0,0,0,0,0,0,0,213.0,100.0,2013,2017,F-C,20-Sep-90,0,0,0,1,1,1,1,1,0,0,0,0,0,1990,20,0,5,0
766,784,Arn Moultrie,0,0,0,0,0,0,0,0,0,211.0,112.0,2013,2014,F,18-Nov-90,0,0,0,1,1,0,0,0,0,0,1,0,0,1990,20,0,2,0
767,785,Emm Mudiay,0,0,0,0,0,0,0,0,0,196.0,90.0,2016,2018,G,5-Mar-96,0,0,0,0,0,0,1,1,1,1,0,0,0,1996,14,0,3,0
768,786,Byr Mullens,0,0,0,0,0,0,0,0,0,213.0,124.0,2010,2014,C,14-Feb-89,1,1,1,1,1,0,0,0,0,0,0,1,0,1989,21,0,5,0
769,787,Xav Munford,0,0,0,0,0,0,0,0,0,196.0,90.0,2016,2016,G,1-Jun-92,0,0,0,0,0,0,1,0,0,1,0,0,0,1992,18,0,1,0
770,788,Eri Murphy,0,0,0,0,0,0,0,0,0,208.0,104.0,2014,2014,F,26-Oct-90,0,0,0,0,1,0,0,0,0,0,1,0,0,1990,20,0,1,0
771,789,Kev Murphy,0,0,0,0,0,0,0,0,0,196.0,83.0,2013,2013,G,6-Mar-90,0,0,0,1,0,0,0,0,0,1,0,0,0,1990,20,0,1,0
772,790,Tro Murphy,0,0,0,0,0,0,0,0,0,211.0,111.0,2002,2013,F-C,2-May-80,1,1,1,1,0,0,0,0,0,0,0,0,8,1980,30,0,4,0
773,791,Dej Murray,0,0,0,0,0,0,0,0,0,196.0,77.0,2017,2018,G,19-Sep-96,0,0,0,0,0,0,0,1,1,1,0,0,0,1996,14,0,2,0
774,792,Jam Murray,0,0,0,0,0,0,0,0,0,193.0,93.0,2017,2018,G,23-Feb-97,0,0,0,0,0,0,0,1,1,1,0,0,0,1997,13,0,2,0
775,793,Ron Murray,0,0,0,0,0,0,0,0,0,193.0,86.0,2003,2010,G,29-Jul-79,1,0,0,0,0,0,0,0,0,1,0,0,7,1979,31,0,1,0
776,794,Tou Murry,0,0,0,0,0,0,0,0,0,196.0,88.0,2014,2015,G-F,8-Nov-89,0,0,0,0,1,1,0,0,0,0,0,0,0,1989,21,0,2,0
777,795,Mik Muscala,0,0,0,0,0,0,0,0,0,211.0,108.0,2014,2018,F-C,1-Jul-91,0,0,0,0,1,1,1,1,1,0,0,0,0,1991,19,0,5,0
778,796,Sha Napier,0,0,0,0,0,0,0,0,0,185.0,79.0,2015,2018,G,14-Jul-91,0,0,0,0,0,1,1,1,1,1,0,0,0,1991,19,0,4,0
779,797,Ste Nash,0,0,0,0,0,0,0,0,0,190.0,88.0,1997,2014,G,7-Feb-74,1,1,1,1,1,0,0,0,0,1,0,0,13,1974,36,0,5,0
780,798,Mau Ndour,0,0,0,0,0,0,0,0,0,206.0,90.0,2017,2017,F,18-Jun-92,0,0,0,0,0,0,0,1,0,0,1,0,0,1992,18,0,1,0
781,799,Gar Neal,0,0,0,0,0,0,0,0,0,193.0,95.0,2011,2017,G,3-Oct-84,0,1,1,1,1,1,1,1,0,1,0,0,0,1984,26,0,7,0
782,800,Nem Nedovic,0,0,0,0,0,0,0,0,0,190.0,87.0,2014,2014,G,16-Jun-91,0,0,0,0,1,0,0,0,0,1,0,0,0,1991,19,0,1,0
783,801,Ras Nesterovic,0,0,0,0,0,0,0,0,0,213.0,112.0,1999,2010,C,30-May-76,1,0,0,0,0,0,0,0,0,0,0,1,11,1976,34,0,1,0
784,802,Rau Neto,0,0,0,0,0,0,0,0,0,185.0,81.0,2016,2018,G,19-May-92,0,0,0,0,0,0,1,1,1,1,0,0,0,1992,18,0,3,0
785,803,Geo Niang,0,0,0,0,0,0,0,0,0,203.0,104.0,2017,2017,F,17-Jun-93,0,0,0,0,0,0,0,1,0,0,1,0,0,1993,17,0,1,0
786,804,And Nicholson,0,0,0,0,0,0,0,0,0,206.0,113.0,2013,2017,F,8-Dec-89,0,0,0,1,1,1,1,1,0,0,1,0,0,1989,21,0,5,0
787,805,And Nocioni,0,0,0,0,0,0,0,0,0,201.0,102.0,2005,2012,F,30-Nov-79,1,1,1,0,0,0,0,0,0,0,1,0,5,1979,31,0,3,0
788,806,Jam Nunnally,0,0,0,0,0,0,0,0,0,201.0,92.0,2014,2014,F,14-Jul-90,0,0,0,0,1,0,0,0,0,0,1,0,0,1990,20,0,1,0
789,807,Dav Nwaba,0,0,0,0,0,0,0,0,0,193.0,94.0,2017,2018,G,14-Jan-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
790,808,J.J O'Brien,0,0,0,0,0,0,0,0,0,185.0,81.0,2016,2016,F,8-Apr-92,0,0,0,0,0,0,1,0,0,0,1,0,0,1992,18,0,1,0
791,809,Pat O'Bryant,0,0,0,0,0,0,0,0,0,213.0,117.0,2007,2010,C,20-Jun-86,1,0,0,0,0,0,0,0,0,0,0,1,3,1986,24,0,1,0
792,810,Kyl O'Quinn,0,0,0,0,0,0,0,0,0,208.0,113.0,2013,2018,F-C,26-Mar-90,0,0,0,1,1,1,1,1,1,0,0,0,0,1990,20,0,6,0
793,811,Fab Oberto,0,0,0,0,0,0,0,0,0,208.0,111.0,2006,2011,C-F,21-Mar-75,1,1,0,0,0,0,0,0,0,0,0,0,4,1975,35,0,2,0
794,812,Dan Ochefu,0,0,0,0,0,0,0,0,0,211.0,111.0,2017,2017,C,15-Dec-93,0,0,0,0,0,0,0,1,0,0,0,1,0,1993,17,0,1,0
795,813,Lam Odom,0,0,0,0,0,0,0,0,0,208.0,99.0,2000,2013,F,6-Nov-79,1,1,1,1,0,0,0,0,0,0,1,0,10,1979,31,0,4,0
796,814,Tim Ohlbrecht,0,0,0,0,0,0,0,0,0,211.0,115.0,2013,2013,C,30-Aug-88,0,0,0,1,0,0,0,0,0,0,0,1,0,1988,22,0,1,0
797,815,Meh Okur,0,0,0,0,0,0,0,0,0,211.0,112.0,2003,2012,C-F,26-May-79,1,1,1,0,0,0,0,0,0,0,0,0,7,1979,31,0,3,0
798,816,Vic Oladipo,0,0,0,0,0,0,0,0,0,193.0,95.0,2014,2018,G,4-May-92,0,0,0,0,1,1,1,1,1,1,0,0,0,1992,18,0,5,0
799,817,Kev Ollie,0,0,0,0,0,0,0,0,0,193.0,88.0,1998,2010,G,27-Dec-72,1,0,0,0,0,0,0,0,0,1,0,0,12,1972,38,0,1,0
800,818,Kel Olynyk,0,0,0,0,0,0,0,0,0,213.0,107.0,2014,2018,C-F,19-Apr-91,0,0,0,0,1,1,1,1,1,0,0,0,0,1991,19,0,5,0
801,819,Ari Onuaku,0,0,0,0,0,0,0,0,0,206.0,115.0,2014,2017,C,13-Jul-87,0,0,0,0,1,1,1,1,0,0,0,1,0,1987,23,0,4,0
802,820,Chi Onuaku,0,0,0,0,0,0,0,0,0,208.0,111.0,2017,2017,F-C,1-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,14,0,1,0
803,821,Kel Oubre,0,0,0,0,0,0,0,0,0,201.0,92.0,2016,2018,F,9-Dec-95,0,0,0,0,0,0,1,1,1,0,1,0,0,1995,15,0,3,0
804,822,Tra Outlaw,0,0,0,0,0,0,0,0,0,206.0,95.0,2004,2014,F,18-Sep-84,1,1,1,1,1,0,0,0,0,0,1,0,6,1984,26,0,5,0
805,823,Lar Owens,0,0,0,0,0,0,0,0,0,201.0,95.0,2011,2012,F,8-Jan-83,0,1,1,0,0,0,0,0,0,0,1,0,0,1983,27,0,2,0
806,824,Zaz Pachulia,0,0,0,0,0,0,0,0,0,211.0,122.0,2004,2018,C,10-Feb-84,1,1,1,1,1,1,1,1,1,0,0,1,6,1984,26,0,9,0
807,825,Geo Papagiannis,0,0,0,0,0,0,0,0,0,216.0,108.0,2017,2018,C,3-Jul-97,0,0,0,0,0,0,0,1,1,0,0,1,0,1997,13,0,2,0
808,826,Jan Pargo,0,0,0,0,0,0,0,0,0,185.0,79.0,2003,2015,G,22-Oct-79,1,1,1,1,1,1,0,0,0,1,0,0,7,1979,31,0,6,0
809,827,Jer Pargo,0,0,0,0,0,0,0,0,0,188.0,99.0,2012,2013,G,17-Mar-86,0,0,1,1,0,0,0,0,0,1,0,0,0,1986,24,0,2,0
810,828,Ant Parker,0,0,0,0,0,0,0,0,0,198.0,97.0,1998,2012,G,19-Jun-75,1,1,1,0,0,0,0,0,0,1,0,0,12,1975,35,0,3,0
811,829,Lam Patterson,0,0,0,0,0,0,0,0,0,196.0,102.0,2016,2017,G-F,12-Aug-91,0,0,0,0,0,0,1,1,0,0,0,0,0,1991,19,0,2,0
812,830,Sas Pavlovic,0,0,0,0,0,0,0,0,0,211.0,122.0,2004,2013,G-F,15-Nov-83,1,1,1,1,0,0,0,0,0,0,0,0,6,1983,27,0,4,0
813,831,Adr Payne,0,0,0,0,0,0,0,0,0,208.0,107.0,2015,2018,F-C,19-Feb-91,0,0,0,0,0,1,1,1,1,0,0,0,0,1991,19,0,4,0
814,832,Cam Payne,0,0,0,0,0,0,0,0,0,190.0,83.0,2016,2017,G,8-Aug-94,0,0,0,0,0,0,1,1,0,1,0,0,0,1994,16,0,2,0
815,834,Ole Pecherov,0,0,0,0,0,0,0,0,0,213.0,105.0,2008,2010,C,8-Dec-85,1,0,0,0,0,0,0,0,0,0,0,1,2,1985,25,0,1,0
816,835,Nik Pekovic,0,0,0,0,0,0,0,0,0,211.0,139.0,2011,2016,C,3-Jan-86,0,1,1,1,1,1,1,0,0,0,0,1,0,1986,24,0,6,0
817,836,Mor Peterson,0,0,0,0,0,0,0,0,0,201.0,98.0,2001,2011,F,26-Aug-77,1,1,0,0,0,0,0,0,0,0,1,0,9,1977,33,0,2,0
818,837,Joh Petro,0,0,0,0,0,0,0,0,0,213.0,112.0,2006,2013,C,27-Jan-86,1,1,1,1,0,0,0,0,0,0,0,1,4,1986,24,0,4,0
819,838,Tib Pleiss,0,0,0,0,0,0,0,0,0,221.0,116.0,2016,2016,C,2-Nov-89,0,0,0,0,0,0,1,0,0,0,0,1,0,1989,21,0,1,0
820,839,Mar Plumlee,0,0,0,0,0,0,0,0,0,211.0,111.0,2017,2017,C,14-Jul-92,0,0,0,0,0,0,0,1,0,0,0,1,0,1992,18,0,1,0
821,840,Mas Plumlee,0,0,0,0,0,0,0,0,0,211.0,111.0,2014,2018,C-F,5-Mar-90,0,0,0,0,1,1,1,1,1,0,0,0,0,1990,20,0,5,0
822,841,Jak Poeltl,0,0,0,0,0,0,0,0,0,213.0,112.0,2017,2018,C,15-Oct-95,0,0,0,0,0,0,0,1,1,0,0,1,0,1995,15,0,2,0
823,842,Ott Porter,0,0,0,0,0,0,0,0,0,203.0,89.0,2014,2018,F,3-Jun-93,0,0,0,0,1,1,1,1,1,0,1,0,0,1993,17,0,5,0
824,843,Bob Portis,0,0,0,0,0,0,0,0,0,211.0,104.0,2016,2018,F,10-Feb-95,0,0,0,0,0,0,1,1,1,0,1,0,0,1995,15,0,3,0
825,844,Jam Posey,0,0,0,0,0,0,0,0,0,203.0,97.0,2000,2011,F-G,13-Jan-77,1,1,0,0,0,0,0,0,0,0,0,0,10,1977,33,0,2,0
826,845,Leo Powe,0,0,0,0,0,0,0,0,0,203.0,108.0,2007,2011,F,22-Jan-84,1,1,0,0,0,0,0,0,0,0,1,0,3,1984,26,0,2,0
827,846,Jos Powell,0,0,0,0,0,0,0,0,0,206.0,102.0,2006,2014,F,25-Jan-83,1,1,1,1,1,0,0,0,0,0,1,0,4,1983,27,0,5,0
828,847,Nor Powell,0,0,0,0,0,0,0,0,0,193.0,97.0,2016,2018,G,25-May-93,0,0,0,0,0,0,1,1,1,1,0,0,0,1993,17,0,3,0
829,848,Ale Poythress,0,0,0,0,0,0,0,0,0,201.0,107.0,2017,2018,F,6-Sep-93,0,0,0,0,0,0,0,1,1,0,1,0,0,1993,17,0,2,0
830,849,Phi Pressey,0,0,0,0,0,0,0,0,0,180.0,79.0,2014,2016,G,17-Feb-91,0,0,0,0,1,1,1,0,0,1,0,0,0,1991,19,0,3,0
831,850,Ron Price,0,0,0,0,0,0,0,0,0,188.0,86.0,2006,2017,G,21-Jun-83,1,1,1,1,1,1,1,1,0,1,0,0,4,1983,27,0,8,0
832,851,Pab Prigioni,0,0,0,0,0,0,0,0,0,190.0,83.0,2013,2016,G,17-May-77,0,0,0,1,1,1,1,0,0,1,0,0,0,1977,33,0,4,0
833,852,Tim Quarterman,0,0,0,0,0,0,0,0,0,198.0,88.0,2017,2017,G,27-Oct-94,0,0,0,0,0,0,0,1,0,1,0,0,0,1994,16,0,1,0
834,853,Chr Quinn,0,0,0,0,0,0,0,0,0,188.0,83.0,2007,2013,G,27-Sep-83,1,1,1,1,0,0,0,0,0,1,0,0,3,1983,27,0,4,0
835,854,Vla Radmanovic,0,0,0,0,0,0,0,0,0,208.0,102.0,2002,2013,F,19-Nov-80,1,1,1,1,0,0,0,0,0,0,1,0,8,1980,30,0,4,0
836,855,Mir Raduljica,0,0,0,0,0,0,0,0,0,213.0,113.0,2014,2015,C,5-Jan-88,0,0,0,0,1,1,0,0,0,0,0,1,0,1988,22,0,2,0
837,856,Cha Randle,0,0,0,0,0,0,0,0,0,188.0,83.0,2017,2017,G,5-Feb-93,0,0,0,0,0,0,0,1,0,1,0,0,0,1993,17,0,1,0
838,857,Jul Randle,0,0,0,0,0,0,0,0,0,206.0,113.0,2015,2018,F-C,29-Nov-94,0,0,0,0,0,1,1,1,1,0,0,0,0,1994,16,0,4,0
